text,intent,tokenized_text,cleaned_text,cleaned_tokenized_text,Target
my bank account must be frozen,freeze_account,"['my', 'bank', 'account', 'must', 'be', 'frozen']",my bank account must be frozen,"['bank', 'account', 'must', 'frozen']",45
please ask the bank to freeze my account,freeze_account,"['please', 'ask', 'the', 'bank', 'to', 'freeze', 'my', 'account']",please ask the bank to freeze my account,"['please', 'ask', 'bank', 'freeze', 'account']",45
i need to freeze my bank account,freeze_account,"['i', 'need', 'to', 'freeze', 'my', 'bank', 'account']",i need to freeze my bank account,"['need', 'freeze', 'bank', 'account']",45
put a block on my chase account right away,freeze_account,"['put', 'a', 'block', 'on', 'my', 'chase', 'account', 'right', 'away']",put a block on my chase account right away,"['put', 'block', 'chase', 'account', 'right', 'away']",45
put a hold on my chase account right away please,freeze_account,"['put', 'a', 'hold', 'on', 'my', 'chase', 'account', 'right', 'away', 'please']",put a hold on my chase account right away please,"['put', 'hold', 'chase', 'account', 'right', 'away', 'please']",45
freeze my account,freeze_account,"['freeze', 'my', 'account']",freeze my account,"['freeze', 'account']",45
place a stop on my main account for me please,freeze_account,"['place', 'a', 'stop', 'on', 'my', 'main', 'account', 'for', 'me', 'please']",place a stop on my main account for me please,"['place', 'stop', 'main', 'account', 'please']",45
please put a block on my wells fargo account,freeze_account,"['please', 'put', 'a', 'block', 'on', 'my', 'wells', 'fargo', 'account']",please put a block on my wells fargo account,"['please', 'put', 'block', 'wells', 'fargo', 'account']",45
put a hold on my bank account please,freeze_account,"['put', 'a', 'hold', 'on', 'my', 'bank', 'account', 'please']",put a hold on my bank account please,"['put', 'hold', 'bank', 'account', 'please']",45
put a hold on my bank of america account right away please,freeze_account,"['put', 'a', 'hold', 'on', 'my', 'bank', 'of', 'america', 'account', 'right', 'away', 'please']",put a hold on my bank of america account right away please,"['put', 'hold', 'bank', 'america', 'account', 'right', 'away', 'please']",45
can you notify the bank to put a stop on my account,freeze_account,"['can', 'you', 'notify', 'the', 'bank', 'to', 'put', 'a', 'stop', 'on', 'my', 'account']",can you notify the bank to put a stop on my account,"['notify', 'bank', 'put', 'stop', 'account']",45
can you put a stop on my account,freeze_account,"['can', 'you', 'put', 'a', 'stop', 'on', 'my', 'account']",can you put a stop on my account,"['put', 'stop', 'account']",45
i need a stop placed on my bank account please,freeze_account,"['i', 'need', 'a', 'stop', 'placed', 'on', 'my', 'bank', 'account', 'please']",i need a stop placed on my bank account please,"['need', 'stop', 'placed', 'bank', 'account', 'please']",45
can you put a block on my visa account right away,freeze_account,"['can', 'you', 'put', 'a', 'block', 'on', 'my', 'visa', 'account', 'right', 'away']",can you put a block on my visa account right away,"['put', 'block', 'visa', 'account', 'right', 'away']",45
ways to transfer my 401k,rollover_401k,"['ways', 'to', 'transfer', 'my', '401k']",ways to transfer my 401k,"['ways', 'transfer', '401k']",106
where do i go the transfer my 401k,rollover_401k,"['where', 'do', 'i', 'go', 'the', 'transfer', 'my', '401k']",where do i go the transfer my 401k,"['go', 'transfer', '401k']",106
"who do i go to, to transfer my 401k",rollover_401k,"['who', 'do', 'i', 'go', 'to', ',', 'to', 'transfer', 'my', '401k']",who do i go to to transfer my 401k,"['go', 'transfer', '401k']",106
what are the ways i can transfer my 401k,rollover_401k,"['what', 'are', 'the', 'ways', 'i', 'can', 'transfer', 'my', '401k']",what are the ways i can transfer my 401k,"['ways', 'transfer', '401k']",106
i need guidance on how to rollover my 401k,rollover_401k,"['i', 'need', 'guidance', 'on', 'how', 'to', 'rollover', 'my', '401k']",i need guidance on how to rollover my 401k,"['need', 'guidance', 'rollover', '401k']",106
walk me through the process of transferring my 401k,rollover_401k,"['walk', 'me', 'through', 'the', 'process', 'of', 'transferring', 'my', '401k']",walk me through the process of transferring my 401k,"['walk', 'process', 'transferring', '401k']",106
i want to figure out how to rollover my 401k,rollover_401k,"['i', 'want', 'to', 'figure', 'out', 'how', 'to', 'rollover', 'my', '401k']",i want to figure out how to rollover my 401k,"['want', 'figure', 'rollover', '401k']",106
tell me if i am able to rollover my 401k,rollover_401k,"['tell', 'me', 'if', 'i', 'am', 'able', 'to', 'rollover', 'my', '401k']",tell me if i am able to rollover my 401k,"['tell', 'able', 'rollover', '401k']",106
i have to transfer my 401k but i don't know how to do it,rollover_401k,"['i', 'have', 'to', 'transfer', 'my', '401k', 'but', 'i', 'do', ""n't"", 'know', 'how', 'to', 'do', 'it']",i have to transfer my 401k but i dont know how to do it,"['transfer', '401k', 'dont', 'know']",106
i want to rollover my 401k but dont know how,rollover_401k,"['i', 'want', 'to', 'rollover', 'my', '401k', 'but', 'dont', 'know', 'how']",i want to rollover my 401k but dont know how,"['want', 'rollover', '401k', 'dont', 'know']",106
i need to know if it is possible to rollover my 401k,rollover_401k,"['i', 'need', 'to', 'know', 'if', 'it', 'is', 'possible', 'to', 'rollover', 'my', '401k']",i need to know if it is possible to rollover my 401k,"['need', 'know', 'possible', 'rollover', '401k']",106
i nee to know how to transfer my 401k,rollover_401k,"['i', 'nee', 'to', 'know', 'how', 'to', 'transfer', 'my', '401k']",i nee to know how to transfer my 401k,"['nee', 'know', 'transfer', '401k']",106
will you help me figure out how to transfer my 401k,rollover_401k,"['will', 'you', 'help', 'me', 'figure', 'out', 'how', 'to', 'transfer', 'my', '401k']",will you help me figure out how to transfer my 401k,"['help', 'figure', 'transfer', '401k']",106
explain to me how transferring my 401k works,rollover_401k,"['explain', 'to', 'me', 'how', 'transferring', 'my', '401k', 'works']",explain to me how transferring my 401k works,"['explain', 'transferring', '401k', 'works']",106
can you instruct me on how to rollover my 401k,rollover_401k,"['can', 'you', 'instruct', 'me', 'on', 'how', 'to', 'rollover', 'my', '401k']",can you instruct me on how to rollover my 401k,"['instruct', 'rollover', '401k']",106
do you know if my 401k is able to be rolled over,rollover_401k,"['do', 'you', 'know', 'if', 'my', '401k', 'is', 'able', 'to', 'be', 'rolled', 'over']",do you know if my 401k is able to be rolled over,"['know', '401k', 'able', 'rolled']",106
look up whether my 401k may be rolled over,rollover_401k,"['look', 'up', 'whether', 'my', '401k', 'may', 'be', 'rolled', 'over']",look up whether my 401k may be rolled over,"['look', 'whether', '401k', 'may', 'rolled']",106
please walk me through the steps necessary to rollover my 401k,rollover_401k,"['please', 'walk', 'me', 'through', 'the', 'steps', 'necessary', 'to', 'rollover', 'my', '401k']",please walk me through the steps necessary to rollover my 401k,"['please', 'walk', 'steps', 'necessary', 'rollover', '401k']",106
how do i transport my 401k,rollover_401k,"['how', 'do', 'i', 'transport', 'my', '401k']",how do i transport my 401k,"['transport', '401k']",106
how do i relocate my 401k,rollover_401k,"['how', 'do', 'i', 'relocate', 'my', '401k']",how do i relocate my 401k,"['relocate', '401k']",106
"since i got a new job, i need help with my 401k rollover",rollover_401k,"['since', 'i', 'got', 'a', 'new', 'job', ',', 'i', 'need', 'help', 'with', 'my', '401k', 'rollover']",since i got a new job i need help with my 401k rollover,"['since', 'got', 'new', 'job', 'need', 'help', '401k', 'rollover']",106
i have a new job now and need help with rolling over my 401k,rollover_401k,"['i', 'have', 'a', 'new', 'job', 'now', 'and', 'need', 'help', 'with', 'rolling', 'over', 'my', '401k']",i have a new job now and need help with rolling over my 401k,"['new', 'job', 'need', 'help', 'rolling', '401k']",106
how do i move my 401k,rollover_401k,"['how', 'do', 'i', 'move', 'my', '401k']",how do i move my 401k,"['move', '401k']",106
i recently got a new job and need assistance with my 401k rollover,rollover_401k,"['i', 'recently', 'got', 'a', 'new', 'job', 'and', 'need', 'assistance', 'with', 'my', '401k', 'rollover']",i recently got a new job and need assistance with my 401k rollover,"['recently', 'got', 'new', 'job', 'need', 'assistance', '401k', 'rollover']",106
how do i redirect my 401k,rollover_401k,"['how', 'do', 'i', 'redirect', 'my', '401k']",how do i redirect my 401k,"['redirect', '401k']",106
"now that i have a new job, i need getting my 401k rolled over",rollover_401k,"['now', 'that', 'i', 'have', 'a', 'new', 'job', ',', 'i', 'need', 'getting', 'my', '401k', 'rolled', 'over']",now that i have a new job i need getting my 401k rolled over,"['new', 'job', 'need', 'getting', '401k', 'rolled']",106
i have a new job and need direction with my 401k rollover,rollover_401k,"['i', 'have', 'a', 'new', 'job', 'and', 'need', 'direction', 'with', 'my', '401k', 'rollover']",i have a new job and need direction with my 401k rollover,"['new', 'job', 'need', 'direction', '401k', 'rollover']",106
i need help changing my 401k after i got a new job,rollover_401k,"['i', 'need', 'help', 'changing', 'my', '401k', 'after', 'i', 'got', 'a', 'new', 'job']",i need help changing my 401k after i got a new job,"['need', 'help', 'changing', '401k', 'got', 'new', 'job']",106
i just got a new job and need help transferring my 401k,rollover_401k,"['i', 'just', 'got', 'a', 'new', 'job', 'and', 'need', 'help', 'transferring', 'my', '401k']",i just got a new job and need help transferring my 401k,"['got', 'new', 'job', 'need', 'help', 'transferring', '401k']",106
how do i rollover my 401k after i got a new job,rollover_401k,"['how', 'do', 'i', 'rollover', 'my', '401k', 'after', 'i', 'got', 'a', 'new', 'job']",how do i rollover my 401k after i got a new job,"['rollover', '401k', 'got', 'new', 'job']",106
i need to rollover my 401k because i got a new job,rollover_401k,"['i', 'need', 'to', 'rollover', 'my', '401k', 'because', 'i', 'got', 'a', 'new', 'job']",i need to rollover my 401k because i got a new job,"['need', 'rollover', '401k', 'got', 'new', 'job']",106
i jot got hired and need help with my retirement account,rollover_401k,"['i', 'jot', 'got', 'hired', 'and', 'need', 'help', 'with', 'my', 'retirement', 'account']",i jot got hired and need help with my retirement account,"['jot', 'got', 'hired', 'need', 'help', 'retirement', 'account']",106
could you roll over my 401k for me,rollover_401k,"['could', 'you', 'roll', 'over', 'my', '401k', 'for', 'me']",could you roll over my 401k for me,"['could', 'roll', '401k']",106
what are the steps for transfering my 401k,rollover_401k,"['what', 'are', 'the', 'steps', 'for', 'transfering', 'my', '401k']",what are the steps for transfering my 401k,"['steps', 'transfering', '401k']",106
walk me through on how to roll over my 401k,rollover_401k,"['walk', 'me', 'through', 'on', 'how', 'to', 'roll', 'over', 'my', '401k']",walk me through on how to roll over my 401k,"['walk', 'roll', '401k']",106
help me roll over my 401k,rollover_401k,"['help', 'me', 'roll', 'over', 'my', '401k']",help me roll over my 401k,"['help', 'roll', '401k']",106
could you walk me through transfering my 401k,rollover_401k,"['could', 'you', 'walk', 'me', 'through', 'transfering', 'my', '401k']",could you walk me through transfering my 401k,"['could', 'walk', 'transfering', '401k']",106
i could use some help transfering my 401k,rollover_401k,"['i', 'could', 'use', 'some', 'help', 'transfering', 'my', '401k']",i could use some help transfering my 401k,"['could', 'use', 'help', 'transfering', '401k']",106
help me transfer my 401k,rollover_401k,"['help', 'me', 'transfer', 'my', '401k']",help me transfer my 401k,"['help', 'transfer', '401k']",106
i need your assistance on transfering my 401k,rollover_401k,"['i', 'need', 'your', 'assistance', 'on', 'transfering', 'my', '401k']",i need your assistance on transfering my 401k,"['need', 'assistance', 'transfering', '401k']",106
i need your assistance on rolling over my 401k,rollover_401k,"['i', 'need', 'your', 'assistance', 'on', 'rolling', 'over', 'my', '401k']",i need your assistance on rolling over my 401k,"['need', 'assistance', 'rolling', '401k']",106
i need help to roll over my 401k,rollover_401k,"['i', 'need', 'help', 'to', 'roll', 'over', 'my', '401k']",i need help to roll over my 401k,"['need', 'help', 'roll', '401k']",106
